Country,Property Name,Latitude,Longitude,Connections,Mission,Topics
Cote d'Ivoire,Abidjan,5.334631,-3.975871,US,"The U.S. Engagement Strategy in Cote d'Ivoire encompasses both our programs and initiatives under the President's Emergency Plan for AIDS Relief (PEPFAR) and our Transition Assistance Priorities.  PEPFAR supports the provision of comprehensive HIV/AIDS testing, prevention, treatment, care services, and related health system support throughout Cote d'Ivoire.  The Transition Assistance Priorities are the framework that will guide all U.S. Government programmatic and policy work not related to PEPFAR over the next several years.  The overarching goal of the Transition Assistance Priorities is to support the Government of Cote d'Ivoire through programs and diplomatic engagement during this post-crisis period as the country recovers and works to establish conditions that will once again make it a stable and prosperous nation.","HIV/AIDS, public health"
Croatia,Zagreb,45.744114,16.00346,US,"American engagement in Croatia is aimed at fostering a democratic, secure, and market-oriented society that will be a strong partner in European and Euro-Atlantic institutions. This will advance our goal of establishing a durable, prosperous peacekeeping in Southeastern Europe and contribute to the construction of Europe, whole and free.","democracy, markets"
Cuba,Havana,23.134106,-82.406867,US,"The functions of U.S. Embassy are similar to those of any U.S. government presence abroad:  consular services, a political and economic reporting section, a public diplomacy program, law enforcement liaisons through the Regional Security Office and U.S. Coast Guard, a management and administrative office, and other programs to promote coordination with the Cuban government on a growing number of topics of mutual interest.","politics, economic development, law enforcement"
Curacao,Curacao,12.108285,-68.925516,US,"American foreign policy operations in Curacao cover the entire spectrum of international relations, from more traditional foreign policy issues such as security and trade, to the involvement in transborder matters such as health, biotechnology and environmental affairs. Democracy and human rights issues are also matters in which the U.S. State Department is involved, along with other global concerns such as trafficking, migration and sustainable development.","security, trade, health, biotechnology, environment, human rights, trafficking, migration, sustainability"
Cyprus,Nicosia,35.167671,33.345354,US,"The United States is pleased to continue to support Cypriot efforts to build the bridges and the trust that will ensure a prosperous future in a reunified Cyprus. From 1997 through 2005, the United Nations Development Program (UNDP), in cooperation with the United Nations Office for Project Services (UNOPS), implemented a wide range of projects under the Bicommunal Development Program (BDP) including in the areas of environment, public health, urban revitalization, cultural heritage and civil society strengthening. Beginning in 2000, the Embassy established the Bicommunal Support Program (BSP) to provide theme-based and target group-based bicommunal programs, focusing on professional development, education and leadership.","environment, health, urban development, cultural exchange, education"
Czechia,Prague,50.087347,14.401272,US,"The U.S. Embassy in Prague works together with the Czech Republic to strengthen our partnership by advancing the key goals of regional stability, economic prosperity, and democratic transition within the Czech Republic and in Central Europe. Through its diplomatic and public activities, the U.S. Embassy seeks to ensure regional stability through our shared commitment to security organizations like NATO and the OSCE.","regional conflict, economic development, democracy, NATO"
Denmark,Copenhagen,55.694626,12.583192,US,Denmark and the United States have long enjoyed a close and mutually beneficial relationship. The two countries consult closely on European and other regional political and security matters and cooperate extensively to promote peace and stability well beyond Europe's borders. Denmark largely shares U.S. views on the positive ramifications of North Atlantic Treaty Organization (NATO) enlargement. Danish troops support International Security Assistance Force-led stabilization efforts in Afghanistan.,"security, peacekeeping, NATO"
Djibouti,Djibouti,11.563794,43.167477,US,The American Embassy advocates U.S. government policies and interests in Djibouti.  We represent the United States and its people to the government and people of Djibouti.  We seek to understand and influence and report on issues in Djibouti as well as those affecting the Inter-Government Authority for Development and adjacent region of Northwest Somalia.  We provide consular services to Americans and visa services to non-citizens residing in Djibouti and northwest Somalia.,
Dominican Republic,Santo Domingo,18.509612,-69.963997,US,"U.S. relations with the Dominican Republic are solid, but complex. The country is an important partner in hemispheric affairs due to its standing in the Caribbean as the largest economic development and second-largest country in terms of population and land mass, its large bilateral trade with the United States, and its proximity to the United States. The two governments cooperate in the fight against trafficking in illegal substances and persons, the extradition of fugitives, and measures to hinder illegal migration.","trade, narcotics, illegal migration"
Ecuador,Guayaquil,-2.192055,-79.939617,US,"Over the past nearly 200 years, the U.S.-Ecuador relationship has expanded in significant ways.  The United States is Ecuador's largest trading partner and its top partner in higher education.  Our two nations collaborate on a wide range of issues of bilateral, regional, and global importance.  U.S. and Ecuadorian law enforcement and security personnel work cooperatively to counter threats posed by transnational crime, illicit narcotics, and trafficking in persons.  Additionally, our people-to-people ties are growing rapidly, through two-way tourism, robust commercial activity, and academic exchanges.","trade, education, crime, narcotics, trafficking, tourism, commerce"
Ecuador,Quito,-0.1384,-78.467747,US,"Over the past nearly 200 years, the U.S.-Ecuador relationship has expanded in significant ways.  The United States is Ecuador's largest trading partner and its top partner in higher education.  Our two nations collaborate on a wide range of issues of bilateral, regional, and global importance.  U.S. and Ecuadorian law enforcement and security personnel work cooperatively to counter threats posed by transnational crime, illicit narcotics, and trafficking in persons.  Additionally, our people-to-people ties are growing rapidly, through two-way tourism, robust commercial activity, and academic exchanges.","trade, education, crime, narcotics, trafficking, tourism, commerce"
Egypt,Cairo,30.041017,31.233782,US,"The United States stands with Egypt and the Egyptian people in their pursuit of a stable, democratic, prosperous country which ensures the rights and freedoms of its citizens.  We share with Egypt a deep relationship that is rooted in cultural, economic, and military ties and in shared interests.  The success of Egypt is critical for the region and is also in America's best interests due to the important role Egypt plays both in the region and in world affairs.","cultural exchange, economic development, military"
El Salvador,San Salvador,13.665517,-89.256885,US,"The United States is one of the main political and economic partners with El Salvador, an alliance that has been reflected in priority areas such as: Migration, Security, Partnership for Growth, Fomilenio I and II, Alliance for Prosperity, and many other projects of economic-commercial development and cooperation. In our bilateral history, it has also been marked by the diaspora residing in the USA and by the execution of joint efforts in the field of security and cooperation for development.","politics, economic development, commerce"
Equatorial Guinea,Malabo,3.45,8.45,US,"The United States is the largest single foreign investor in Equatorial Guinea.  Equatorial Guinea's oil reserves are located mainly in the Gulf of Guinea and account for the majority of the country's economic activity.  U.S. oil companies are among Equatorial Guinea's largest investors, and they have a lead role in oil and gas exploration and extraction.  Equatorial Guinea's exports to the United States are dominated by petroleum products.  Imports from the United States include machinery, iron and steel products, optic and medical instruments, and inorganic chemical and rare earth minerals.  U.S. passport-holders are entitled to visa-free entry for short visits.","economic development, oil, gas, exports, imports"
Eritrea,Asmara,15.329187,38.935473,"US, Ethiopia,  Djibouti","U.S. interests in Eritrea include reconciling ongoing disputes with Ethiopia and Djibouti, urging progress toward a democratic political cultural exchange, citing and addressing human rights issues, promoting economic reform, and encouraging Eritrea to contribute to regional stability.","politics, human rights, economic development, regional conflict"
Estonia,Tallinn,59.430495,24.751646,US,"The U.S. Embassy in Tallinn conducts diplomatic relations with the Republic of Estonia and coordinates the activities of all U.S. Government personnel serving in Estonia. Bilateral cooperation includes political, economic, commercial, defense and security, educational, and agricultural activities. The Embassy also provides consular services, including visas for visitors to the United States and passports for United States citizens in Estonia.","politics, economic development, security, defense, commerce, education, agricultural exchange"
Eswatini,Mbabane,-26.316667,31.133333,US,"The United States and Swaziland have had good bilateral relations since Swaziland's independence from the United Kingdom in 1968 as a constitutional monarchy. The U.S. Government brings about six Swazi professionals to the United States each year, from both the public and private sectors, primarily for master's degrees, and about six others for 3-week to 4-week International Visitor programs. Swaziland and the United States belong to a number of the same international organizations, including the United Nations, International Monetary Fund, World Bank, and World Trade Organization.","education, economic development"
Ethiopia,Addis Ababa,9.05847,38.763374,US,"Diplomatic relations between the United States and Ethiopia were established on December 27, 1903, when King of Ethiopia Menelik II and U.S. representative Robert P. Skinner signed a treaty of commerce in which the two states agreed to receive representatives in order to perpetuate and strengthen the friendly relations which exist between Ethiopia and the United States of America.",commerce
Fiji,Suva,-18.117031,178.439636,US,"Suva, Fiji, is the most important commercial crossroads in the South Pacific. Located in Suva are the Pacific Islands Forum, the regional headquarters of the Secretariat for the Pacific Community (SPC), the region's applied geosciences organization (SOPAC), the University of the South Pacific (USP), a regional office of the United Nations Development Program (UNDP), a regional office affiliated with the International Monetary Fund (IMF) and 16 diplomatic missions. The U.S. Embassy in Suva ,  which is accredited to Fiji, Kiribati, Nauru, Tonga, and Tuvalu ,  is ideally located to advance U.S. interests in the Pacific region.",science
Finland,Helsinki,60.157268,24.960728,US,"The American Embassy in Helsinki protects and promotes American interests and develops relations with Finland through contacts with Finnish government, business, labor, agricultural exchange, media and education leaders. Led by the United States Ambassador, the Embassy team explains and advocates the position of the United States Government on bilateral and multi-lateral political, economic, social, and scientific issues.","government, business, labor, agricultural exchange, media, education"
France,Bordeaux,44.854108,-0.56606,US,"Our Presence Post permits building greater understanding and friendship between the people of the United States and the people of Nouvelle-Aquitaine. The two missions of APP Bordeaux are: to explain American policy, society and cultural exchange and to support American business (by helping them to enter French market, information to French companies looking for American goods and services) Part of our mission is to build bridges between French and American companies in main economic sectors.","cultural exchange, markets, economic development"
France,Lyon,45.763091,4.837939,US,"APP Lyon's missions are to promote US business, partner on security issues, and conduct outreach.","business, security"
France,Marseille,43.290249,5.379031,"US, Monaco","The Consulate General has five main areas of responsibility: assisting American citizens via the provision of Consular Services, promoting U.S. businesses and greater trade between the U.S. and the south of France and Monaco, articulating and advancing official United States Government positions and American values, supporting the U.S. Navy's Sixth Fleet in connection with ship visits to Mediterranean ports in France and Monaco, and conducting diplomatic relations with the Principality of Monaco.","business, trade, navy"
France,Paris,48.867551,2.320493,US,"France is the oldest ally of the United States, with U.S.-French diplomatic relations stretching back more than 225 years. France is an important U.S. partner in promoting such common foreign policy objectives as greater democracy, stability, economic growth and prosperity throughout the world. We also cooperate with France on counter-terrorism and nonproliferation efforts and in promoting respect for human rights. Additionally, France and the United States maintain vibrant and mutually beneficial economic ties. Every business day, the United States and France engage in approximately $1 billion in commercial transactions. French investment in the United States generates over 500,000 jobs for Americans, while U.S. investment in France provides nearly 600,000 jobs. We also work with France to solve trade disputes and to support our trade commitments and common goals in the World Trade Organization. Through our Foreign Commercial Office, Mission staff assist U.S. businesses in France. In support of the Mission's objectives, the Embassy's Public Affairs Section undertakes a range of programs to explain U.S. policies and broader American society to the French public in order to foster mutual understanding.","economic development, terrorism, human rights, commerce, investment, trade"
France,Paris - OECD,48.860193,2.267585,US,"The U.S. Mission to the OECD provides policy analysis and information to the U.S. Government based on the work of the OECD. It also ensures that the decisions taken by the OECD reflect the priorities of the U.S. Government and that the research done at the OECD is effectively disseminated and shared throughout the respective U.S. Government departments and agencies, the public and other interested stakeholders.",research
France,Rennes,48.11043,-1.68434,US,The U.S. Ambassador to France inaugurated the American Presence Post (APP) in Rennes in January 2000. APP Rennes was established to build greater understanding of the United States in western France and to expand the strong ties of friendship between the two nations. Its missions are: to support American business; to promote greater exchanges between the United States and the regions of western France; to provide information on the United States and American policy to American and French citizens.,business
France,Strasbourg,48.587091,7.761423,US,"Political exchanges are embodied and strengthened by the presence of a U.S. Consul General in Strasbourg, whose consular district covers the whole Great East region of France. Exchanges with the mayors from the Great East region, local elected officials, representatives of schools and universities, and religious representatives are numerous. The Consul General participates and speaks at a variety of local events, such as economic or cultural gatherings and commemoration ceremonies held for WWI and for WWII battles where U.S. troops were engaged. Another dimension of the Consulate General's activities deals with programs for a French audience, and for youth in particular. The Consulate General works in cooperation with the Board of Education (French rectorat) in order to allow students, mostly of high school age, to discover American cultural exchange and history, as well as the common values shared by the U.S. and France.","education, religion, cultural exchange, history"
Gabon,Libreville,0.483435,9.394791,US,"The United States helps Gabon's efforts to increase regional cooperation on environmental issues, while at the same time urging Gabon to take bold steps to root out corruption and to reform the judiciary and other key institutions to ensure the protection of human rights. Gabon and the United States share a commitment to diversify and strengthen Gabon's economic development, expand bilateral trade, ensure security in the Gulf of Guinea, and combat trafficking. Gabon is a key player in conflict resolution efforts in the Central African region. It provided peacekeepers to the Economic Community of Central African States (ECCAS) peacekeeping mission to stabilize the Central African Republic and continues to do so to the newly established African-Led International Support Mission in the Central African Republic. Gabon also hosts and acts as a driving force behind ECCAS, which is establishing a regional standby peacekeeping brigade under the auspices of the African Union's African Standby Force.","environment, corruption, human rights, economic development, trade, trafficking, security"
"Gambia, The",Banjul,13.462059,-16.686794,US,"The United States is firmly committed to its relationship with The Gambia and supports the Government of The Gambia as the country strengthens democratic institutions and focuses on economic growth. We are working with the government of The Gambia and civil society to strengthen democratic institutions, support good governance, advance human rights, and bolster education.  The United States provides advisors and capacity building programs in numerous governmental ministries and institutions.  We look forward to working with The Gambia to promote stronger trade and commercial ties and advance peacekeeping, security, and development.  The United States is partnering with all sectors in The Gambia to empower the majority youth population to actively participate in their countries' economic and democratic development.","democracy, economic development, human rights, education, trade, commerce, peacekeeping, security"
Georgia,Tbilisi,41.788464,44.776046,US,"The United States is working to bolster democratic and participatory governance in Georgia, foster institutions that uphold and enforce the rule of law, improve the quality and delivery of social services, promote integration with the NATO, increase regional cooperation, lay the groundwork for a sustainable resolution of conflicts with the separatist regions based on Georgia's territorial integrity, and achieve sustainable economic growth.","democracy, law enforcement, social services, NATO, regional conflict, economic development"
Germany,Berlin,52.51494,13.37873,US,"Germany is one of the United States' closest and strongest allies in Europe. U.S. relations with Germany are based on our close and vital relationship as friends, trading partners, and allies sharing common institutions. Our political, economic, and security relationships, critical to shared prosperity and continued stability, are based on extensive people-to-people ties and close coordination at the most senior levels.","politics, economic development, security"
Germany,Dusseldorf,51.218477,6.795468,US,"Germany is one of the United States' closest and strongest allies in Europe. U.S. relations with Germany are based on our close and vital relationship as friends, trading partners, and allies sharing common institutions. Our political, economic, and security relationships, critical to shared prosperity and continued stability, are based on extensive people-to-people ties and close coordination at the most senior levels.","politics, economic development, security"
Germany,Frankfurt,50.140961,8.695456,US,"The Consul General and her principal officers direct the activities of the United States Consulate General in Frankfurt. The Frankfurt Consulate is the largest U.S. consular post and one of the largest diplomatic missions in the world. The Consulate serves the American resident community ,  including members of the Armed Forces and their families, business people and retirees ,  and assists many other visitors to Frankfurt. Due in large part to Frankfurt's excellent international airport ,  one the world's busiest and best ,  the Consulate plays a key role in the supply chain for and provides a wide array of services and support to over 100 other US missions around the world.  The Consulate is also a major regional conference and training center for staff from other embassies and consulates, and it provides consular-services support functions for the region.","military, aviation"
Germany,Hamburg,53.56217,9.99705,US,"Germany is one of the United States' closest and strongest allies in Europe. U.S. relations with Germany are based on our close and vital relationship as friends, trading partners, and allies sharing common institutions. Our political, economic, and security relationships, critical to shared prosperity and continued stability, are based on extensive people-to-people ties and close coordination at the most senior levels.","politics, economic development, security"
Germany,Leipzig,51.33389,12.36772,US,"Germany is one of the United States' closest and strongest allies in Europe. U.S. relations with Germany are based on our close and vital relationship as friends, trading partners, and allies sharing common institutions. Our political, economic, and security relationships, critical to shared prosperity and continued stability, are based on extensive people-to-people ties and close coordination at the most senior levels.","politics, economic development, security"
Germany,Munich,48.145111,11.583524,US,"Germany is one of the United States' closest and strongest allies in Europe. U.S. relations with Germany are based on our close and vital relationship as friends, trading partners, and allies sharing common institutions. Our political, economic, and security relationships, critical to shared prosperity and continued stability, are based on extensive people-to-people ties and close coordination at the most senior levels.","politics, economic development, security"
Ghana,Accra,5.578913,-0.170634,US,"The United States and Ghana work together on various defense and law enforcement issues. Both countries' militaries cooperate in numerous joint training exercises through U.S. Africa Command. The United States and Ghana have a bilateral International Military Education and Training program, a Foreign Military Financing program, and numerous humanitarian affairs projects. Ghana continues to participate in the African Contingency Operations Training and Assistance program, in which the United States facilitates the development of an interoperable peacekeeping capacity among African nations. Ghana is a partner country for the African peacekeeping Rapid Response Partnership and the Security Governance Initiative. These programs seek to address security sector governance challenges in Ghana and enhance Ghana's ability to rapidly deploy peacekeepers. Ghana is also a priority country for efforts to address transnational organized crime in West Africa. In furtherance of these objectives, INL has supported institutional development across the criminal justice sector.","military, peacekeeping, security, crime"
Greece,Athens,37.982152,23.75529,US,"The United States appointed its first Consul to Greece in 1837, following Greece's independence from the Ottoman Empire, and established diplomatic relations with Greece in 1868. After World War II, the United States contributed hundreds of millions of dollars to rebuild Greece's buildings, agricultural exchange, and industry as part of the Marshall Plan. Today, an estimated three million Americans resident in the United States claim Greek descent. This large, well-organized community cultivates close political and cultural ties with Greece.","politics, cultural exchange"
Greece,Athens,37.982389,23.754657,US,"The United States appointed its first Consul to Greece in 1837, following Greece's independence from the Ottoman Empire, and established diplomatic relations with Greece in 1868. After World War II, the United States contributed hundreds of millions of dollars to rebuild Greece's buildings, agricultural exchange, and industry as part of the Marshall Plan. Today, an estimated three million Americans resident in the United States claim Greek descent. This large, well-organized community cultivates close political and cultural ties with Greece.","politics, cultural exchange"
Greece,Thessaloniki,40.632933,22.942627,US,"The United States appointed its first Consul to Greece in 1837, following Greece's independence from the Ottoman Empire, and established diplomatic relations with Greece in 1868. After World War II, the United States contributed hundreds of millions of dollars to rebuild Greece's buildings, agricultural exchange, and industry as part of the Marshall Plan. Today, an estimated three million Americans resident in the United States claim Greek descent. This large, well-organized community cultivates close political and cultural ties with Greece.","politics, cultural exchange"
Grenada,St. George's,12.056098,-61.7488,US,"The mission of the U.S. Embassy in Grenada is to promote United States-Grenada relations in sustainable economic growth, good governance, and support of a vibrant civil society. The Embassy maintains foreign relations with Grenada, and seeks its support in promoting democracy and economic stability. The Embassy also assists U.S. citizens and businesses in Grenada.","economic development, democracy, business"
Guatemala,Guatemala City,14.606891,-90.514806,US,"The United States Mission in Guatemala conducts our bilateral relations with the government and people of Guatemala. The Mission seeks to advance U.S. interests in Guatemala through direct contact with the Government of Guatemala and other sectors of Guatemalan society. Primary U.S. policy interests in Guatemala include support for greater democratization and the implementation of the 1996 Guatemalan peacekeeping Accords, to promote trade under CAFTA, as well as cooperation on international migration and anti-narcotic issues.","democracy, peacekeeping, trade, illegal migration, narcotics"
Guinea,Conakry,9.595291,-13.636059,US,"The U.S. Mission to Guinea comprises 5 agencies of the United States Government: the Department of State, the U.S. Agency for International Development (USAID), the Department of Defense, the U.S. Centers for Disease Control and Prevention (CDC), and the U.S. National Institutes of Health (NIH). Peace Corps volunteers work throughout the country on projects related to education, public health, agro-forestry and community economic development.","defense, health, education, economic development"
Guyana,Georgetown,6.823165,-58.161085,US,"Guyana is a country of tremendous potential, with pristine rainforests, productive agricultural lands, proven mineral resources, and significant, untapped oil and natural gas reserves. The United States has a strong interest in partnering with Guyana to meet these challenges and fulfill this potential. The Embassy seeks to work with the government and people of Guyana to solidify gains in democratic governance and citizen security, to achieve a clean and secure energy future while mitigating the effects of climate change, and to expand economic prosperity and access to social services","democracy, energy, economic development"
Haiti,Port au Prince,18.563868,-72.249376,US,"Today, U.S. Ambassador to Haiti Michele J. Sison, oversees a mission that includes more than a dozen U.S. government agencies.  In addition to managing the bilateral relationship between our two countries, the embassy helps American citizens in distress and works to deepen investment and trade.  The embassy is also active in the Haitian-led, international effort to rebuild the country following the devastating earthquake of January 12, 2010.  To that end, the U.S. government team in Haiti is helping to strengthen governance and the rule of law, upgrade key infrastructure, ensure improved health care, and increase agricultural productivity and food security.","investment, trade, infrastructure, health, agriculture"
Honduras,Tegucigalpa,14.103272,-87.189657,US,The United States Mission in Honduras carries out bilateral relations with Honduras. U.S. interests include support for democracy and respect for human rights. It provides the contact through which the United States is able to explain U.S. policy positions on a range of issues to the Government of Honduras and serves as a primary resource to U.S. policy makers on Honduran policies and concerns. Services provided by the U.S. Mission include support for U.S. businesses seeking to do business in Honduras and consular assistance to citizens traveling to Honduras.,"democracy, human rights, business"
Hong Kong,Hong Kong,22.278068,114.158744,"US, Macau","The U.S. Consulate General serves the needs of the many U.S. visitors to and residents in Hong Kong and Macau and promotes the diplomatic goals of the United States government in the two Special Administrative Regions (SARs). Hong Kong plays a unique role as a financial gateway to Mainland China and is home to close to 1,400 subsidiaries of U.S. companies, many of which serve as the regional headquarters or office. Hong Kong is among the largest U.S. export markets for goods and agricultural products, and the United States is one of the top foreign investors in Macau. The U.S. Consulate also supports educational, cultural, and professional exchanges between the United States and both SARs.","finance, exports, agricultural exchange, education, cultural exchange"
Hungary,Budapest,47.504291,19.05149,"US, Afghanistan, Balkans","Hungary is a member of the North Atlantic Treaty Organization (NATO), the Organization for Security and Co-operation in Europe (OSCE), and the European Union (EU). Hungary works with the United States to achieve shared international objectives, particularly in the security, law enforcement, economic, and energy areas. The United States engages with Hungary to reduce the threats posed by terrorism and nuclear proliferation and to strengthen shared transatlantic values such as promoting human rights and the rule of law. Our two countries are bound together through myriad people-to-people contacts in business, the arts, academia, and other spheres. Hungary is an ally in coalition operations, including NATO missions in Afghanistan and the Balkans.","security, law enforcement, economic development, energy, terrorism, nuclear proliferation, human rights, art, business"
Iceland,Reykjavik,64.14117,-21.88971,US,"The mission of the U.S. Department of State ,  the equivalent of what most countries call a ministry of foreign affairs ,  is to create a more secure, democratic, and prosperous world for the benefit of the American people and the international community. With this goal in mind, the U.S. Embassy in Reykjavik works with leaders, institutions, and citizens of the U.S. and Iceland to maintain and broaden the close political, economic, security, cultural, and personal ties between the two nations.","democracy, politics, economic development, security"
India,Chennai,13.052285,80.251586,US,"The Consul General directs the activities of the United States Consulate General in Chennai. The U.S. Consulate in Chennai is one of the top visa adjudication posts in the world, and the number one in processing employment based visas. The Consulate also provides an array of services to Americans residing or traveling to Chennai.",
India,Hyderabad,17.441496,78.474,US,"Under the leadership of the Consul General, the United States Consulate General in Hyderabad promotes U.S. interests and the U.S.-India bilateral relationship in the states of Telangana, Andhra Pradesh and Odisha. The Consulate does so through diplomatic and cultural relations with government officials, the business community, and the general public. The U.S. Consulate General in Hyderabad also provides an array of services to U.S. citizens residing in or traveling to Hyderabad's consular district, and visa services to persons seeking to travel to the United States for official, tourism, business or educational purposes.","cultural exchange, business, tourism"
India,Kolkata,22.546611,88.35153,US,"The U.S.-India partnership has its foundation in common values, including the rule of law and democratic principles.  The United States and India have shared interests in promoting global security, stability, and economic prosperity through trade, investment, and connectivity. The United States supports India's emergence as a leading global power and vital partner in efforts to ensure that the Indo-Pacific is a region of peacekeeping, stability, and growing prosperity.  The strong people-to-people ties between our countries, grounded in shared values, are a tremendous source of strength for the partnership.","democracy, economic development, security, trade, investment"
India,Mumbai,19.065212,72.86216,US,"The U.S. Consulate General in Mumbai is a branch of the U.S. Diplomatic Mission to India under the direction of the U.S. Embassy in New Delhi.  The U.S. Consulate General Mumbai is located in Bandra Kurla Complex, Mumbai.  The Consulate represents the United States in Western India, including the states of Maharashtra, Gujarat, Madhya Pradesh, Chhattisgarh, and Goa. One of the busiest consular operations in the world, the Consulate provides an array of services to American citizens residing or traveling in our consular district, such as assistance in emergencies and help with passports and reports of birth. The Consulate can also assist Indian companies looking to invest or do business in the United States, and provide information on study and exchange programs in the United States. The Consulate also works in coordination with the U.S. Embassy in Delhi and Consulates in Kolkata, Chennai and Hyderabad to ensure a strong relationship between the United States and India.","business, education"
India,New Delhi,28.597408,77.188523,US,"The U.S. Embassy in New Delhi is one of the largest U.S. diplomatic missions in the world, a reflection of the importance the United States places on its relationship with India. The Embassy represents 17 U.S. federal government agencies, from the U.S. Department of State to the Federal Aviation Administration.  The Embassy coordinates the activities of four consulates ,  in Mumbai, Kolkata, Chennai and Hyderabad ,  ensuring that the U.S.-India relationship is strong throughout the country.  The North India Office establishes vibrant people-to-people contacts in the North India region.",
Indonesia,Jakarta,-6.181262,106.830826,US,"The U.S. Mission partners with Indonesia to strengthen the bonds between our people and our governments to promote and protect democracy, security, and sustainable prosperity for our people, the region, and the world.","democracy, security"
Indonesia,Medan,3.586249,98.682411,US,"The U.S. Mission works to deepen our strategic partnership with Indonesia by increasing economic engagement, building a strong security relationship, advancing our shared policy priorities, and promoting effective governance.","economic development, security, politics"
Indonesia,Surabaya,-7.28377,112.648181,US,"The U.S. Mission works to deepen our strategic partnership with Indonesia by increasing economic engagement, building a strong security relationship, advancing our shared policy priorities, and promoting effective governance.","economic development, security, politics"
Iraq,Baghdad,33.29874,44.385859,US,"The U.S. Mission in Iraq is dedicated to our enduring strategic partnership with the Government of Iraq and the Iraqi people. In coordination with the Global Coalition to Defeat ISIS, the United States assisted Iraq's efforts to achieve the December 2017 milestone of liberating the country from ISIS. Following the territorial defeat of ISIS in Iraq, the United States increased efforts to stabilize liberated areas as Iraq continues to develop as a sovereign, stable, and self-reliant country. Iraq is now a key partner for the United States in the region as well as a voice of moderation and democracy in the Middle East. Iraq benefits from functioning government institutions, including an active legislature, and plays an increasingly constructive role in the region. The United States maintains vigorous and broad engagement with Iraq on diplomatic, political, economic, and security issues in accordance with the U.S.-Iraq Strategic Framework Agreement (SFA).","terrorism, democracy, politics, economic development, security"
Iraq,Basrah,30.5,47.816666,US,"The ConGen serves the four provinces of Iraq's southern region: Basrah, Muthanna, Dhi Qar, and Maysan.  The ConGen consists of an executive office, headed by the Consul General, and sections covering economic and commercial affairs, political affairs, public diplomacy, and issues concerning rule of law, border enforcement (both coastal and land/sea), police development, regional security and regional affairs, management, and U.S. development programs managed by the U.S. Agency for International Development.","economic development, commerce, police, border security, security"
Iraq,Erbil,36.226697,43.989718,US,"Consulate General Erbil serves the four provinces of the Kurdistan Region of Iraq: Erbil, Sulaimaniya, Duhok and Halabja. The Consulate General consists of an executive office headed by the Consul General and sections covering political affairs, economic affairs, public diplomacy, rule of law, management, and security. Co-located with the U.S. Consulate General is the USAID office serving the Iraqi Kurdistan Region.","politics, economic development, law enforcement, security"
Ireland,Dublin,53.330453,-6.233714,US,"U.S. relations with Ireland have long been based on common ancestral ties and shared values, and emigration has been a foundation of the U.S.-Irish relationship. Besides regular dialogue on political and economic issues, the U.S. and Irish Governments have official exchanges in areas such as medical research and education. With Ireland's membership in the European Union (EU), discussions of EU trade and economic policies as well as other aspects of EU policy have also become key elements in the U.S.-Irish relationship.","politics, economic development, medicine, research, education, trade"
Israel,"Jerusalem, Embassy",31.747575,35.224614,US,"The Embassy is responsible for the extensive US-Israel Bi-lateral relationship. Our current relationship is built upon commercial/industrial, political, military, trade, and cultural ties.  These connections are both private and official and reflect shared history and values.","commerce, industry, politics, military, trade, cultural exchange"
Israel,"Tel Aviv, EBO",32.076414,34.76693,US,"The U.S.-Israel bilateral relationship is strong, anchored by over $3 billion in Foreign Military Financing annually. In addition to financial support, the U.S. participates in a high level of exchanges with Israel, to include joint military exercises, military research, and weapons development. Through the Joint Counterterrorism Group and a semi-annual Strategic Dialogue, the U.S. and Israel have also enhanced their cooperation in fighting terrorism. The U.S. is Israel's largest single trading partner. The U.S. and Israel also coordinate scientific and cultural exchanges through the Binational Science Foundation, the Binational Agricultural Research and Development Foundation, and the U.S.-Israeli Education Foundation.","military, weapons development, terrorism, trade, science, cultural exchange"
Italy,Florence,43.773676,11.240657,US,"Italy is a steadfast and active transatlantic partner, and the U.S. and Italy have sought to foster democratic ideals and international cooperation, especially in areas of strife and civil conflict. The U.S.-Italy partnership is one of our strongest, as Italy is a leader in peacekeeping and military operations around the world. Italy has also worked closely with the United States and others in combating drug trafficking, human trafficking, and terrorism. Over the past two years, Italy has been an early and active partner in the fights against ISIL and Ebola.","conflict, peacekeeping, military, trafficking, terrorism, disease"
Italy,Milan,45.475097,9.194112,US,"Italy is a steadfast and active transatlantic partner, and the U.S. and Italy have sought to foster democratic ideals and international cooperation, especially in areas of strife and civil conflict. The U.S.-Italy partnership is one of our strongest, as Italy is a leader in peacekeeping and military operations around the world. Italy has also worked closely with the United States and others in combating drug trafficking, human trafficking, and terrorism. Over the past two years, Italy has been an early and active partner in the fights against ISIL and Ebola.","conflict, peacekeeping, military, trafficking, terrorism, disease"
Italy,Naples,40.83118,14.225871,US,"Italy is a steadfast and active transatlantic partner, and the U.S. and Italy have sought to foster democratic ideals and international cooperation, especially in areas of strife and civil conflict. The U.S.-Italy partnership is one of our strongest, as Italy is a leader in peacekeeping and military operations around the world. Italy has also worked closely with the United States and others in combating drug trafficking, human trafficking, and terrorism. Over the past two years, Italy has been an early and active partner in the fights against ISIL and Ebola.","conflict, peacekeeping, military, trafficking, terrorism, disease"
